tick,temperature,pressure
3624814,3527,66092
3624861,3517,66089
3624878,3517,66087
3624891,3519,66087
3624910,3519,66092
3624927,3519,66087
3624940,3521,66093
3624957,3521,66087
3624970,3522,66084
3624983,3522,66089
3624996,3524,66086
3625009,3524,66089
3625022,3526,66086
3625035,3526,66086
3625048,3527,66093
3625067,3526,66093
3625084,3526,66087
3625101,3526,66089
3625116,3526,66088
3625133,3524,66095
3625150,3524,66091
3625163,3526,66086
3625176,3526,66096
3625189,3527,66092
3625235,3517,66093
3625248,3519,66091
3625261,3521,66090
3625274,3522,66098
3625291,3522,66096
3625309,3521,66101
3625326,3521,66099
3625339,3521,66096
3625356,3521,66099
3625373,3522,66103
3625387,3522,66109
3625400,3522,66106
3625413,3524,66109
3625428,3524,66106
3625441,3526,66108
3625458,3526,66111
3625471,3526,66113
3625484,3527,66118
3625497,3527,66117
3625515,3527,66120
3625532,3526,66117
3625549,3526,66120
3625563,3526,66118
3625611,3517,66129
3625628,3516,66130
3625641,3517,66137
3625654,3519,66148
3625667,3521,66145
3625680,3522,66152
3625695,3522,66144
3625709,3524,66145
3625722,3524,66148
3625737,3524,66151
3625750,3526,66156
3625767,3524,66161
3625784,3526,66161
3625801,3524,66161
3625816,3526,66165
3625833,3526,66172
3625850,3524,66170
3625863,3524,66177
3625876,3526,66177
3625889,3526,66169
3625902,3527,66175
3625917,3527,66180
3625930,3527,66184
3625973,3519,66180
3625997,3517,66181
3626014,3519,66183
3626032,3517,66187
3626045,3521,66191
3626063,3519,66190
3626080,3517,66189
3626093,3519,66188
3626106,3521,66193
3626120,3522,66196
3626133,3522,66192
3626146,3522,66194
3626159,3526,66198
3626172,3526,66200
3626185,3527,66203
3626198,3527,66198
3626218,3526,66201
3626235,3526,66201
3626254,3526,66202
3626268,3526,66201
3626286,3524,66201
3626303,3524,66206
3626347,3516,66205
3626360,3517,66200
3626373,3519,66204
3626386,3521,66208
3626401,3521,66207
3626414,3522,66212
3626427,3522,66208
3626442,3524,66211
3626455,3524,66213
3626473,3524,66213
3626490,3524,66216
3626518,3519,66214
3626531,3521,66219
3626550,3519,66221
3626567,3521,66225
3626580,3521,66226
3626593,3522,66226
3626608,3522,66226
3626622,3524,66227
3626635,3526,66235
3626648,3526,66229
3626661,3527,66228
3626677,3526,66228
3626721,3517,66229
3626739,3517,66233
3626756,3517,66231
3626773,3517,66230
3626786,3519,66225
3626805,3519,66236
3626824,3517,66229
3626837,3519,66237
3626850,3522,66235
3626863,3521,66235
3626876,3522,66232
3626889,3524,66234
3626902,3526,66233
3626917,3524,66228
3626930,3526,66234
3626943,3527,66233
3626961,3526,66235
3626978,3526,66234
3626995,3524,66232
3627010,3526,66237
3627032,3522,66234
3627049,3522,66234
3627092,3516,66234
3627105,3517,66232
3627118,3517,66236
3627133,3519,66234
3627146,3519,66233
3627159,3521,66234
3627172,3522,66233
3627185,3522,66233
3627198,3524,66236
3627216,3524,66233
3627234,3522,66233
3627251,3522,66235
3627264,3524,66230
3627282,3522,66228
3627301,3522,66237
3627315,3522,66233
3627330,3522,66230
3627343,3524,66235
3627356,3526,66235
3627369,3526,66234
3627385,3526,66237
3627398,3526,66240
3627411,3527,66242
3627424,3529,66243
3627472,3517,66238
3627489,3517,66241
3627506,3517,66239
3627519,3519,66242
3627537,3519,66244
3627554,3519,66248
3627571,3519,66242
3627586,3521,66241
3627599,3521,66245
3627612,3522,66251
3627629,3522,66248
3627642,3524,66252
3627655,3524,66251
3627668,3526,66259
3627681,3526,66257
3627699,3526,66261
3627716,3524,66261
3627734,3524,66262
3627747,3526,66267
3627765,3524,66267
3627782,3524,66276
3627796,3524,66277
3627840,3516,66283
3627856,3516,66279
3627869,3517,66285
3627882,3519,66281
3627895,3521,66291
3627908,3521,66287
3627923,3522,66287
3627936,3522,66292
3627954,3522,66294
3627971,3522,66296
3627990,3521,66296
3628003,3522,66303
3628021,3521,66300
3628038,3521,66301
3628052,3522,66302
3628065,3522,66303
3628085,3521,66301
3628098,3524,66306
3628111,3524,66311
3628124,3526,66310
3628138,3526,66313
3628151,3526,66313
3628164,3527,66319
3628212,3516,66317
3628231,3517,66327
3628248,3516,66323
3628261,3519,66328
3628279,3519,66327
3628296,3517,66328
3628309,3521,66331
3628322,3521,66332
3628337,3521,66328
3628350,3521,66328
3628366,3522,66333
3628379,3524,66335
3628392,3524,66333
3628405,3526,66337
3628418,3527,66336
3628436,3524,66332
3628453,3526,66336
3628472,3524,66339
3628485,3524,66343
3628503,3524,66341
3628520,3524,66347
3628533,3526,66346
3628546,3526,66347
3628590,3517,66358
3628603,3519,66350
3628621,3517,66351
3628634,3521,66361
3628653,3517,66358
3628670,3519,66360
3628687,3519,66360
3628700,3521,66365
3628718,3521,66364
3628735,3519,66361
3628750,3521,66368
3628763,3521,66366
3628776,3522,66365
3628792,3524,66366
3628805,3522,66371
3628818,3524,66373
3628831,3526,66370
3628846,3526,66369
3628859,3526,66373
3628879,3526,66374
3628896,3524,66378
3628915,3524,66378
3628929,3524,66377
3628977,3514,66375
3628994,3516,66384
3629007,3516,66379
3629020,3517,66383
3629033,3519,66382
3629046,3521,66382
3629059,3522,66384
3629072,3522,66387
3629085,3524,66393
3629100,3524,66394
3629113,3526,66391
3629138,3522,66392
3629155,3522,66397
3629172,3522,66393
3629185,3522,66390
3629204,3522,66391
3629221,3522,66395
3629236,3522,66394
3629249,3524,66401
3629262,3526,66403
3629275,3526,66402
3629288,3527,66407
3629301,3527,66401
3629345,3517,66397
3629368,3517,66401
3629385,3516,66396
3629402,3517,66402
3629415,3519,66404
3629434,3519,66407
3629451,3519,66402
3629464,3519,66401
3629479,3519,66409
3629492,3522,66416
3629507,3522,66413
3629520,3522,66406
3629533,3524,66413
3629548,3524,66404
3629561,3526,66415
3629574,3527,66419
3629591,3526,66411
3629608,3524,66415
3629625,3524,66419
3629640,3526,66416
3629661,3522,66418
3629678,3522,66420
3629721,3516,66425
3629734,3517,66433
3629749,3517,66429
3629762,3519,66432
3629775,3521,66434
3629788,3521,66431
3629801,3522,66434
3629814,3524,66437
3629829,3524,66436
3629848,3522,66435
3629865,3522,66436
3629882,3522,66441
3629895,3524,66444
3629912,3524,66439
3629929,3522,66445
3629944,3524,66441
3629957,3524,66441
3629970,3526,66446
3629983,3527,66450
3629996,3527,66449
3630009,3527,66453
3630022,3529,66453
3630035,3529,66449
3630049,3531,66453
3630096,3519,66456
3630113,3519,66454
3630131,3519,66456
3630146,3519,66461
3630163,3519,66460
3630180,3519,66462
3630199,3519,66465
3630212,3521,66460
3630225,3521,66463
3630238,3522,66468
3630253,3524,66470
3630266,3524,66466
3630279,3526,66475
3630292,3526,66465
3630305,3526,66462
3630322,3526,66475
3630340,3526,66478
3630357,3526,66479
3630370,3526,66472
3630387,3526,66472
3630404,3524,66478
3630418,3526,66470
3630461,3516,66475
3630478,3517,66478
3630491,3519,66483
3630504,3519,66480
3630521,3519,66483
3630534,3521,66484
3630547,3522,66484
3630564,3521,66477
3630581,3521,66487
3630598,3521,66484
3630613,3521,66487
3630630,3521,66488
3630647,3522,66491
3630662,3522,66487
3630675,3522,66488
3630688,3524,66484
3630705,3522,66490
3630718,3524,66487
3630731,3524,66497
3630746,3524,66495
3630759,3524,66491
3630772,3527,66497
3630789,3526,66491
3630837,3516,66498
3630855,3516,66502
3630868,3517,66504
3630885,3517,66501
3630904,3516,66502
3630917,3517,66498
3630930,3517,66504
3630943,3519,66507
3630958,3519,66503
3630971,3522,66504
3630986,3521,66505
3630999,3522,66503
3631012,3524,66510
3631025,3524,66513
3631042,3524,66515
3631059,3522,66514
3631076,3521,66516
3631089,3522,66516
3631108,3521,66511
3631125,3522,66519
3631138,3524,66527
3631153,3522,66526
3631166,3522,66525
3631209,3516,66528
3631222,3516,66523
3631239,3516,66522
3631257,3514,66524
3631274,3516,66526
3631291,3516,66525
3631304,3516,66523
3631321,3516,66537
3631338,3517,66526
3631353,3519,66538
3631366,3519,66544
3631379,3519,66541
3631392,3521,66534
3631405,3521,66539
3631418,3521,66536
3631431,3522,66540
3631444,3522,66540
3631457,3524,66540
3631476,3522,66545
3631496,3521,66546
3631513,3521,66544
3631526,3522,66549
3631543,3521,66552
3631590,3511,66551
3631605,3511,66551
3631618,3512,66549
3631631,3512,66545
3631644,3516,66553
3631658,3516,66556
3631671,3517,66554
3631684,3519,66559
3631697,3521,66553
3631710,3521,66558
3631729,3519,66560
3631751,3517,66561
3631768,3516,66559
3631781,3517,66558
3631798,3517,66563
3631815,3516,66565
3631828,3519,66571
3631841,3517,66567
3631858,3517,66567
3631871,3521,66570
3631884,3522,66573
3631897,3519,66569
3631910,3522,66577
3631954,3511,66566
3631979,3509,66575
3631998,3511,66573
3632015,3509,66582
3632028,3512,66584
3632047,3511,66580
3632064,3512,66580
3632079,3511,66581
3632092,3512,66582
3632105,3514,66582
3632118,3514,66585
3632131,3517,66592
3632144,3516,66585
3632158,3519,66584
3632171,3519,66594
3632184,3519,66592
3632201,3521,66596
3632218,3517,66590
3632235,3517,66596
3632249,3517,66592
3632274,3516,66596
3632291,3516,66595
3632334,3507,66606
3632347,3507,66602
3632362,3509,66605
3632375,3509,66603
3632388,3511,66605
3632401,3514,66609
3632414,3514,66611
3632427,3516,66613
3632440,3516,66605
3632459,3516,66608
3632476,3514,66614
3632494,3514,66616
3632507,3514,66617
3632524,3514,66617
3632541,3514,66621
3632555,3516,66621
3632568,3516,66627
3632581,3517,66623
3632594,3516,66624
3632607,3517,66621
3632620,3519,66626
3632633,3521,66635
3632646,3521,66633
3632661,3521,66632
3632708,3511,66639
3632725,3509,66638
3632742,3509,66631
3632755,3511,66639
3632774,3512,66645
3632791,3512,66641
3632808,3511,66638
3632821,3512,66642
3632834,3512,66647
3632847,3514,66645
3632862,3514,66645
3632875,3517,66655
3632888,3516,66649
3632901,3516,66648
3632914,3517,66646
3632931,3519,66657
3632948,3517,66658
3632968,3516,66656
3632981,3517,66659
3632998,3516,66662
3633015,3516,66659
3633029,3516,66655
3633073,3507,66664
3633089,3507,66665
3633102,3509,66664
3633115,3511,66668
3633128,3512,66664
3633141,3512,66670
3633154,3514,66672
3633168,3516,66671
3633186,3514,66672
3633203,3512,66677
3633220,3514,66678
3633234,3516,66673
3633252,3512,66682
3633270,3512,66679
3633283,3516,66682
3633296,3514,66688
3633314,3514,66682
3633327,3514,66687
3633342,3516,66689
3633355,3517,66693
3633372,3517,66692
3633385,3517,66697
3633403,3516,66693
3633450,3506,66696
3633467,3507,66703
3633480,3509,66699
3633498,3507,66698
3633517,3507,66703
3633531,3509,66704
3633544,3511,66703
3633557,3511,66707
3633570,3512,66707
3633583,3514,66713
3633599,3512,66710
3633612,3514,66709
3633626,3516,66711
3633639,3516,66714
3633657,3514,66712
3633675,3514,66706
3633692,3514,66720
3633705,3516,66719
3633723,3514,66716
3633740,3514,66715
3633753,3516,66717
3633767,3516,66725
3633780,3516,66721
3633823,3509,66723
3633836,3509,66726
3633854,3509,66723
3633872,3507,66724
3633889,3509,66730
3633906,3509,66725
3633919,3511,66729
3633937,3511,66731
3633954,3511,66734
3633968,3511,66732
3633983,3511,66729
3633996,3512,66733
3634009,3514,66733
3634022,3514,66736
3634037,3514,66734
3634050,3516,66741
3634063,3517,66743
3634076,3517,66739
3634094,3519,66744
3634122,3512,66744
3634142,3512,66744
3634156,3512,66746
3634204,3504,66751
3634221,3504,66750
3634234,3506,66753
3634247,3507,66754
3634262,3509,66748
3634277,3509,66756
3634290,3511,66753
3634303,3511,66754
3634316,3512,66760
3634329,3514,66751
3634342,3514,66756
3634360,3514,66757
3634385,3511,66755
3634402,3511,66763
3634415,3512,66767
3634433,3512,66764
3634450,3512,66765
3634463,3514,66766
3634476,3514,66766
3634489,3514,66767
3634504,3516,66768
3634517,3516,66773
3634530,3517,66774
3634573,3507,66770
3634591,3507,66773
3634610,3507,66778
3634627,3509,66783
3634640,3509,66776
3634658,3509,66780
3634678,3509,66780
3634691,3511,66784
3634704,3512,66782
3634717,3512,66789
3634730,3512,66791
3634743,3514,66787
3634756,3516,66786
3634773,3516,66786
3634786,3517,66792
3634799,3517,66792
3634817,3516,66791
3634834,3516,66790
3634851,3516,66792
3634865,3516,66798
3634884,3514,66791
3634905,3512,66796
3634948,3504,66792
3634963,3507,66797
3634978,3507,66797
3634991,3509,66794
3635004,3509,66797
3635017,3511,66802
3635030,3514,66803
3635043,3514,66803
3635056,3516,66803
3635074,3512,66796
3635093,3512,66797
3635111,3512,66801
3635124,3514,66803
3635142,3514,66801
3635159,3514,66807
3635173,3514,66798
3635190,3512,66800
3635203,3514,66804
3635216,3516,66808
3635229,3516,66808
3635244,3517,66807
3635257,3519,66801
3635270,3519,66809
3635314,3509,66797
3635332,3509,66800
3635349,3511,66801
3635366,3509,66804
3635381,3509,66798
3635399,3509,66799
3635416,3511,66800
3635429,3511,66793
3635447,3511,66800
3635460,3512,66798
3635473,3514,66795
3635486,3516,66802
3635499,3516,66796
3635514,3516,66795
3635527,3517,66801
3635540,3517,66800
3635558,3516,66797
3635575,3517,66799
3635594,3514,66798
3635608,3517,66801
3635626,3516,66802
3635644,3514,66802
3635688,3507,66806
3635701,3507,66799
3635714,3509,66801
3635730,3509,66803
3635743,3512,66802
3635756,3512,66808
3635769,3514,66810
3635784,3516,66804
3635800,3514,66808
3635817,3514,66812
3635834,3514,66812
3635851,3514,66814
3635864,3516,66816
3635883,3514,66823
3635900,3516,66824
3635914,3516,66819
3635927,3517,66829
3635940,3516,66821
3635958,3517,66828
3635971,3519,66833
3635986,3519,66832
3635999,3519,66832
3636012,3519,66830
3636055,3512,66839
3636073,3511,66841
3636090,3511,66848
3636107,3512,66848
3636121,3512,66848
3636144,3511,66853
3636170,3507,66857
3636185,3509,66860
3636198,3511,66863
3636211,3512,66867
3636224,3514,66873
3636237,3516,66869
3636252,3516,66873
3636265,3517,66876
3636281,3517,66876
3636294,3517,66875
3636311,3517,66883
3636328,3517,66879
3636345,3517,66890
3636358,3517,66886
3636375,3517,66893
3636393,3517,66892
3636436,3509,66901
3636449,3511,66894
3636462,3512,66896
3636475,3512,66897
3636488,3514,66903
3636507,3512,66900
3636522,3516,66901
3636535,3516,66909
3636548,3516,66909
3636567,3514,66904
3636584,3514,66907
3636601,3514,66910
3636614,3516,66915
3636631,3516,66918
3636649,3516,66914
3636662,3516,66914
3636675,3517,66914
3636689,3517,66916
3636702,3519,66918
3636715,3521,66924
3636728,3519,66918
3636741,3521,66924
3636756,3522,66924
3636769,3522,66929
3636817,3511,66927
3636834,3511,66927
3636852,3509,66924
3636865,3511,66928
3636882,3512,66932
3636900,3512,66935
3636913,3512,66934
3636926,3514,66938
3636939,3516,66937
3636952,3516,66935
3636965,3517,66938
3636978,3519,66934
3636993,3517,66939
3637010,3517,66942
3637023,3519,66943
3637040,3517,66943
3637057,3517,66945
3637074,3517,66945
3637088,3519,66950
3637105,3517,66952
3637122,3517,66948
3637136,3519,66955
3637180,3509,66952
3637194,3509,66955
3637211,3509,66958
3637224,3511,66957
3637237,3512,66958
3637250,3512,66960
3637263,3514,66959
3637276,3516,66965
3637303,3512,66966
3637322,3511,66967
3637339,3512,66972
3637352,3512,66968
3637369,3512,66969
3637386,3512,66968
3637401,3514,66971
3637414,3514,66974
3637427,3516,66972
3637440,3516,66971
3637453,3516,66966
3637466,3517,66969
3637479,3519,66971
3637492,3519,66968
3637505,3519,66964
3637557,3507,66966
3637574,3509,66972
3637591,3507,66966
3637604,3509,66967
3637621,3509,66967
3637638,3511,66969
3637653,3511,66964
3637666,3512,66960
3637679,3512,66957
3637692,3512,66958
3637709,3512,66956
3637722,3514,66956
3637735,3514,66958
3637748,3516,66952
3637761,3517,66963
3637779,3516,66956
3637797,3516,66963
3637816,3514,66959
3637829,3516,66961
3637846,3514,66961
3637863,3514,66960
3637877,3516,66965
3637923,3506,66963
3637936,3506,66964
3637949,3507,66963
3637962,3511,66975
3637975,3511,66972
3637988,3512,66970
3638003,3512,66976
3638016,3514,66971
3638033,3514,66976
3638050,3512,66973
3638069,3512,66979
3638083,3514,66987
3638100,3514,66986
3638117,3512,66986
3638132,3512,66985
3638146,3514,66990
3638159,3514,66990
3638172,3516,66992
3638185,3516,66992
3638198,3517,66997
3638213,3517,66996
3638226,3519,67003
3638239,3519,67000
3638256,3519,67006
3638304,3509,67008
3638321,3507,67009
3638334,3509,67015
3638353,3507,67016
3638370,3509,67018
3638383,3511,67030
3638398,3511,67029
3638411,3512,67032
3638424,3512,67033
3638437,3516,67042
3638450,3516,67045
3638463,3517,67039
3638476,3517,67041
3638489,3517,67044
3638508,3517,67045
3638525,3516,67048
3638543,3516,67051
3638556,3517,67052
3638580,3512,67044
3638597,3512,67053
3638610,3516,67059
3638623,3516,67060
3638666,3507,67057
3638679,3509,67063
3638692,3511,67060
3638707,3511,67059
3638720,3511,67057
3638737,3512,67073
3638754,3511,67061
3638771,3511,67064
3638784,3514,67066
3638803,3512,67069
3638820,3511,67072
3638833,3512,67061
3638848,3514,67073
3638861,3516,67077
3638874,3516,67075
3638887,3516,67075
3638900,3517,67074
3638915,3517,67078
3638928,3517,67075
3638941,3519,67074
3638959,3519,67079
3638976,3517,67085
3638993,3517,67082
3639037,3507,67084
3639054,3507,67083
3639071,3507,67080
3639084,3509,67083
3639103,3509,67089
3639116,3509,67091
3639129,3511,67094
3639142,3512,67092
3639155,3514,67090
3639168,3514,67089
3639181,3516,67094
3639194,3516,67093
3639214,3516,67093
3639231,3514,67095
3639248,3516,67099
3639261,3516,67097
3639280,3514,67094
3639297,3514,67095
3639312,3514,67099
3639325,3514,67094
3639338,3516,67096
3639353,3517,67105
3639366,3517,67105
3639410,3509,67101
3639423,3509,67099
3639441,3509,67091
3639458,3509,67094
3639475,3509,67104
3639488,3511,67102
3639505,3511,67100
3639522,3509,67100
3639535,3512,67100
3639550,3511,67092
3639563,3512,67097
3639576,3514,67098
3639589,3512,67093
3639606,3514,67093
3639619,3516,67092
3639632,3517,67096
3639645,3516,67085
3639662,3516,67094
3639680,3514,67086
3639697,3514,67088
3639712,3514,67086
3639729,3514,67084
3639746,3514,67082
3639789,3506,67090
3639802,3506,67088
3639816,3507,67084
3639829,3509,67084
3639842,3511,67088
3639855,3511,67093
3639868,3514,67092
3639883,3512,67092
3639896,3514,67096
3639915,3512,67097
3639932,3512,67097
3639949,3512,67099
3639962,3514,67100
3639981,3512,67103
3639998,3511,67109
3640013,3511,67110
3640026,3512,67109
3640039,3516,67109
3640052,3516,67116
3640065,3516,67111
3640080,3516,67117
3640093,3517,67116
3640111,3516,67115
3640124,3517,67123
3640171,3507,67128
3640188,3507,67133
3640205,3507,67133
3640220,3509,67135
3640237,3509,67137
3640254,3509,67139
3640267,3511,67138
3640280,3511,67146
3640293,3512,67146
3640306,3512,67147
3640321,3514,67152
3640334,3514,67150
3640347,3516,67153
3640360,3517,67157
3640373,3519,67167
3640393,3517,67163
3640410,3514,67163
3640429,3514,67163
3640443,3516,67167
3640460,3514,67173
3640477,3514,67177
3640491,3516,67177
3640534,3507,67178
3640547,3509,67182
3640562,3509,67187
3640575,3511,67190
3640588,3511,67191
3640601,3512,67188
3640614,3514,67193
3640627,3516,67198
3640648,3512,67189
3640668,3511,67190
3640685,3512,67200
3640698,3512,67195
3640716,3512,67197
3640734,3511,67199
3640748,3512,67199
3640761,3514,67202
3640774,3514,67198
3640787,3516,67203
3640800,3516,67205
3640813,3517,67202
3640830,3517,67199
3640843,3517,67210
3640856,3517,67206
3640903,3507,67204
3640922,3507,67207
3640941,3506,67206
3640954,3509,67214
3640972,3507,67209
3640989,3509,67216
3641004,3509,67214
3641017,3511,67216
3641032,3511,67219
3641045,3512,67219
3641058,3512,67214
3641071,3514,67219
3641084,3514,67220
3641097,3516,67220
3641110,3516,67219
3641128,3516,67226
3641145,3514,67227
3641164,3514,67231
3641177,3514,67219
3641195,3514,67229
3641212,3514,67227
3641227,3514,67235
3641270,3506,67232
3641283,3507,67239
3641298,3507,67230
3641311,3507,67229
3641325,3509,67236
3641338,3511,67240
3641351,3512,67235
3641367,3511,67232
3641384,3512,67236
3641401,3511,67237
3641418,3509,67235
3641433,3511,67246
3641452,3509,67244
3641469,3511,67244
3641483,3511,67245
3641496,3512,67241
3641509,3512,67248
3641522,3514,67247
3641535,3516,67248
3641548,3516,67247
3641563,3516,67247
3641576,3514,67248
3641589,3516,67253
3641607,3516,67251
3641655,3506,67251
3641672,3506,67251
3641685,3509,67255
3641707,3504,67249
3641725,3506,67250
3641738,3504,67238
3641751,3509,67257
3641764,3509,67256
3641777,3511,67253
3641790,3511,67252
3641803,3512,67251
3641816,3514,67246
3641830,3514,67246
3641843,3514,67248
3641861,3514,67245
3641878,3512,67246
3641895,3512,67242
3641908,3512,67242
3641927,3512,67244
3641944,3512,67243
3641957,3514,67246
3641970,3514,67240
3641983,3514,67237
3642026,3506,67238
3642041,3506,67237
3642054,3507,67243
3642070,3507,67243
3642087,3507,67238
3642104,3509,67248
3642121,3507,67245
3642134,3511,67249
3642152,3509,67249
3642169,3507,67250
3642183,3511,67260
3642197,3511,67260
3642216,3509,67260
3642229,3511,67266
3642243,3511,67272
3642256,3512,67274
3642269,3514,67276
3642282,3514,67279
3642295,3516,67281
3642313,3514,67288
3642330,3514,67291
3642350,3512,67289
3642364,3514,67296
3642411,3502,67301
3642428,3502,67300
3642443,3506,67312
3642456,3507,67313
3642469,3507,67316
3642482,3509,67315
3642498,3509,67314
3642511,3511,67316
3642524,3511,67314
3642537,3512,67318
3642550,3512,67326
3642569,3512,67328
3642586,3512,67326
3642603,3511,67331
3642618,3512,67326
3642636,3512,67336
3642653,3511,67334
3642666,3512,67333
3642679,3514,67335
3642692,3514,67335
3642705,3516,67337
3642723,3514,67338
3642740,3514,67343
3642783,3506,67339
3642801,3506,67343
3642818,3504,67346
3642837,3506,67332
3642850,3507,67347
3642868,3506,67349
3642885,3507,67351
3642900,3507,67350
3642913,3507,67350
3642926,3509,67353
3642941,3509,67350
3642954,3511,67354
3642967,3512,67359
3642980,3512,67355
3642993,3514,67354
3643009,3514,67365
3643027,3512,67358
3643046,3512,67362
3643063,3511,67361
3643076,3512,67362
3643094,3512,67363
3643117,3511,67369
3643160,3501,67366
3643173,3502,67364
3643187,3504,67367
3643200,3506,67371
3643213,3506,67372
3643226,3507,67375
3643241,3507,67372
3643254,3509,67374
3643273,3509,67378
3643297,3506,67379
3643316,3506,67379
3643334,3506,67375
3643347,3506,67379
3643364,3506,67377
3643381,3507,67387
3643394,3509,67386
3643407,3511,67385
3643420,3509,67378
3643433,3511,67382
3643448,3512,67385
3643463,3512,67381
3643476,3512,67382
3643489,3512,67384
3643532,3506,67385
3643549,3504,67387
3643569,3504,67389
3643587,3504,67385
3643600,3504,67387
3643617,3504,67388
3643634,3506,67391
3643647,3506,67389
3643660,3507,67391
3643673,3506,67382
3643686,3511,67389
3643699,3509,67387
3643712,3509,67388
3643725,3512,67391
3643738,3511,67393
3643753,3512,67396
3643770,3511,67390
3643791,3511,67394
3643808,3509,67394
3643825,3509,67396
3643843,3509,67392
3643860,3509,67396
3643903,3501,67395
3643916,3502,67395
3643929,3504,67397
3643944,3504,67392
3643957,3504,67393
3643970,3506,67388
3643983,3507,67389
3643996,3507,67395
3644009,3509,67396
3644026,3509,67394
3644044,3507,67394
3644061,3507,67398
3644076,3507,67396
3644093,3507,67394
3644110,3507,67398
3644124,3507,67395
3644137,3509,67397
3644150,3511,67397
3644167,3509,67396
3644180,3511,67404
3644195,3512,67406
3644208,3512,67407
3644221,3512,67409
3644234,3514,67403
3644282,3502,67407
3644299,3502,67407
3644316,3502,67412
3644331,3504,67411
3644349,3504,67411
3644366,3504,67409
3644379,3506,67413
3644392,3507,67417
3644405,3509,67418
3644418,3509,67416
3644431,3509,67426
3644446,3511,67424
3644459,3512,67431
3644472,3511,67428
3644485,3514,67437
3644502,3512,67435
3644519,3511,67433
3644537,3511,67439
3644550,3511,67439
3644567,3511,67445
3644587,3511,67445
3644601,3511,67446
3644644,3502,67450
3644657,3502,67454
3644670,3506,67457
3644683,3506,67459
3644697,3507,67463
3644710,3509,67465
3644723,3509,67467
3644736,3511,67464
3644754,3511,67466
3644771,3509,67467
3644788,3509,67468
3644802,3509,67470
3644819,3509,67475
3644840,3507,67476
3644856,3509,67477
3644869,3509,67474
3644882,3511,67483
3644895,3512,67484
3644908,3514,67488
3644921,3512,67487
3644934,3514,67488
3644949,3512,67487
3644962,3514,67491
3644979,3514,67488
3645026,3504,67498
3645043,3502,67492
3645058,3504,67496
3645075,3504,67498
3645092,3506,67505
3645106,3506,67501
3645121,3506,67504
3645134,3507,67513
3645149,3509,67510
3645162,3509,67505
3645175,3511,67508
3645188,3511,67508
3645202,3511,67509
3645215,3512,67514
3645232,3512,67510
3645249,3511,67512
3645267,3511,67521
3645280,3512,67521
3645297,3511,67512
3645314,3511,67517
3645327,3511,67517
3645344,3511,67516
3645388,3502,67522
3645401,3502,67517
3645414,3506,67522
3645427,3504,67524
3645442,3506,67527
3645461,3504,67525
3645478,3506,67529
3645495,3506,67528
3645508,3506,67531
3645525,3506,67532
3645542,3506,67533
3645557,3506,67530
3645570,3507,67531
3645583,3507,67538
3645598,3509,67537
3645611,3509,67537
3645626,3509,67541
3645639,3511,67541
3645652,3511,67540
3645665,3512,67542
3645683,3511,67548
3645700,3511,67547
3645718,3509,67546
3645762,3501,67550
3645779,3499,67552
3645796,3501,67550
3645809,3501,67555
3645822,3502,67552
3645835,3504,67554
3645848,3507,67564
3645862,3506,67556
3645879,3507,67560
3645892,3507,67556
3645905,3509,67555
3645918,3507,67565
3645935,3509,67558
3645952,3509,67562
3645970,3507,67560
3645984,3507,67561
3646001,3507,67559
3646018,3507,67560
3646031,3509,67563
3646044,3509,67569
3646059,3507,67570
3646072,3509,67566
3646085,3509,67567
3646129,3501,67568
3646142,3501,67569
3646161,3501,67572
3646178,3501,67568
3646195,3502,67575
3646210,3502,67576
3646228,3501,67572
3646245,3502,67579
3646261,3502,67575
3646274,3502,67580
3646287,3504,67575
3646300,3504,67582
3646313,3506,67583
3646326,3507,67583
3646339,3507,67587
3646352,3509,67583
3646366,3507,67592
3646388,3507,67590
3646405,3506,67591
3646422,3506,67593
3646435,3506,67592
3646452,3506,67595
3646471,3506,67596
3646514,3496,67600
3646527,3499,67603
3646540,3501,67600
3646553,3501,67608
3646566,3501,67595
3646579,3502,67598
3646594,3504,67607
3646607,3504,67608
3646620,3506,67602
3646637,3504,67603
3646654,3504,67609
3646673,3504,67610
3646686,3504,67609
3646705,3504,67614
3646723,3504,67620
3646736,3504,67608
3646749,3504,67616
3646763,3506,67618
3646776,3506,67619
3646789,3507,67613
3646802,3509,67625
3646815,3509,67619
3646828,3509,67621
3646841,3511,67631
3646889,3499,67633
3646906,3499,67616
3646925,3499,67625
3646940,3499,67628
3646957,3499,67625
3646975,3499,67629
3646988,3499,67631
3647001,3502,67634
3647014,3502,67632
3647027,3502,67633
3647040,3504,67645
3647055,3504,67633
3647070,3504,67641
3647083,3506,67643
3647096,3507,67651
3647113,3506,67639
3647130,3507,67652
3647147,3504,67643
3647161,3506,67644
3647180,3502,67650
3647197,3502,67648
3647212,3504,67648
3647255,3494,67653
3647270,3496,67651
3647283,3499,67656
3647296,3499,67655
3647309,3499,67650
3647322,3502,67661
3647337,3502,67656
3647350,3502,67667
3647369,3502,67664
3647386,3502,67666
3647403,3501,67664
3647416,3502,67663
3647437,3501,67660
3647454,3501,67672
3647469,3501,67671
3647482,3502,67677
3647495,3504,67676
3647508,3504,67673
3647521,3504,67674
3647534,3506,67676
3647547,3506,67670
3647560,3507,67678
3647573,3509,67686
3647591,3507,67676
3647641,3497,67686
3647658,3496,67685
3647671,3497,67686
3647690,3497,67688
